t,fe0,fe3,x,y,z,b,vel,spindle_on,spindle_rpm
111.021,0.005000,-0.005600,-3729.3750,-1191.1360,-159.2489,53633.262,0.6350,1,5675
111.222,0.005000,-0.000600,-3729.3750,-1191.0080,-159.2489,53643.006,0.6350,1,5675
111.422,0.005000,-0.005600,-3729.3750,-1190.8760,-159.2489,53652.750,0.6350,1,5675
111.622,0.005000,-0.005600,-3729.3750,-1190.7520,-159.2489,53662.304,0.6350,1,5675
111.823,0.005000,-0.005600,-3729.3750,-1190.6240,-159.2489,53671.998,0.6350,1,5675
112.028,0.005000,-0.005600,-3729.3750,-1190.4920,-159.2489,53681.790,0.6350,1,5675
112.229,-0.005000,-0.010600,-3729.3650,-1190.3600,-159.2464,53691.581,0.6350,1,5675
112.429,-0.005000,-0.005600,-3729.3650,-1190.2360,-159.2477,53701.084,0.6350,1,5675
112.630,-0.005000,-0.005600,-3729.3650,-1190.1120,-159.2477,53710.781,0.6350,1,5675
112.830,-0.005000,-0.005600,-3729.3650,-1189.9920,-159.2489,53720.141,0.6350,1,5675
113.031,-0.005000,-0.005600,-3729.3650,-1189.8640,-159.2502,53730.030,0.6350,1,5675
113.231,-0.005000,-0.005600,-3729.3650,-1189.7360,-159.2502,53739.534,0.6350,1,5675
113.432,0.000000,-0.005600,-3729.3700,-1189.6080,-159.2515,53749.324,0.6350,1,5675
113.632,0.000000,-0.005600,-3729.3700,-1189.4840,-159.2502,53758.590,0.6350,1,5675
113.833,-0.005000,-0.005600,-3729.3650,-1189.3560,-159.2502,53768.286,0.6350,1,5675
114.033,-0.005000,-0.005600,-3729.3650,-1189.2280,-159.2502,53777.983,0.6350,1,5675
114.234,0.000000,-0.000600,-3729.3700,-1189.1000,-159.2528,53787.773,0.6350,1,5675
114.434,0.000000,-0.005600,-3729.3700,-1188.9760,-159.2540,53797.134,0.6350,1,5675
114.635,0.000000,-0.005600,-3729.3700,-1188.8440,-159.2540,53806.877,0.6350,1,5675
114.835,-0.005000,-0.005600,-3729.3650,-1188.7160,-159.2540,53816.669,0.6350,1,5675
115.035,0.000000,-0.005600,-3729.3700,-1188.5920,-159.2553,53826.365,0.6350,1,5675
115.236,0.000000,-0.000600,-3729.3700,-1188.4640,-159.2553,53835.630,0.6350,1,5675
115.436,0.000000,-0.005600,-3729.3700,-1188.3280,-159.2566,53845.518,0.6350,1,5675
115.636,-0.005000,-0.000600,-3729.3650,-1188.2040,-159.2566,53854.830,0.6350,1,5675
115.840,-0.005000,-0.005600,-3729.3650,-1188.0720,-159.2566,53864.669,0.6350,1,5675
116.041,-0.005000,-0.005600,-3729.3650,-1187.9480,-159.2566,53874.412,0.6350,1,5675
116.241,-0.010000,-0.010600,-3729.3600,-1187.8120,-159.2502,53884.253,0.6350,1,5675
116.442,-0.010000,-0.005600,-3729.3600,-1187.6880,-159.2464,53893.517,0.6350,1,5675
116.643,-0.005000,-0.005600,-3729.3650,-1187.5640,-159.2477,53903.213,0.6350,1,5675
116.843,-0.005000,-0.005600,-3729.3650,-1187.4320,-159.2489,53913.053,0.6350,1,5675
117.044,-0.005000,-0.000600,-3729.3650,-1187.3080,-159.2502,53922.751,0.6350,1,5675
117.244,-0.005000,-0.000600,-3729.3650,-1187.1840,-159.2489,53932.061,0.6350,1,5675
117.445,-0.005000,-0.000600,-3729.3650,-1187.0560,-159.2489,53941.806,0.6350,1,5675
117.645,-0.005000,-0.000600,-3729.3650,-1186.9280,-159.2489,53951.597,0.6350,1,5675
117.846,-0.005000,-0.000600,-3729.3650,-1186.8000,-159.2502,53961.102,0.6350,1,5675
118.047,-0.005000,0.004400,-3729.3650,-1186.6720,-159.2502,53970.844,0.6350,1,5675
118.247,-0.005000,0.004400,-3729.3650,-1186.5440,-159.2515,53980.253,0.6350,1,5675
118.448,-0.005000,0.004400,-3729.3650,-1186.4160,-159.2502,53990.143,0.6350,1,5675
118.649,-0.005000,-0.000600,-3729.3650,-1186.2920,-159.2489,53999.406,0.6350,1,5675
118.850,-0.005000,-0.000600,-3729.3650,-1186.1640,-159.2489,54009.149,0.6350,1,5675
119.050,-0.005000,0.004400,-3729.3650,-1186.0360,-159.2489,54018.847,0.6350,1,5675
119.251,-0.005000,0.004400,-3729.3650,-1185.9080,-159.2489,54028.685,0.6350,1,5675
119.451,-0.005000,0.004400,-3729.3650,-1185.7760,-159.2502,54038.335,0.6350,1,5675
119.651,-0.010000,0.004400,-3729.3600,-1185.6520,-159.2477,54047.550,0.6350,1,5675
119.852,-0.005000,-0.005600,-3729.3650,-1185.5240,-159.2477,54057.391,0.6350,1,5675
120.053,-0.005000,-0.000600,-3729.3650,-1185.4000,-159.2489,54067.134,0.6350,1,5675
120.254,0.000000,-0.000600,-3729.3700,-1185.2800,-159.2477,54076.398,0.6350,1,5675
120.455,0.005000,-0.000600,-3729.3750,-1185.1520,-159.2489,54086.237,0.6350,1,5675
120.655,0.005000,-0.000600,-3729.3750,-1185.0240,-159.2489,54096.029,0.6350,1,5675
120.856,0.010000,0.004400,-3729.3800,-1184.9000,-159.2489,54105.391,0.6350,1,5675
121.056,0.005000,-0.000600,-3729.3750,-1184.7720,-159.2489,54114.605,0.6350,1,5675
121.257,0.005000,0.004400,-3729.3750,-1184.6280,-159.2489,54124.973,0.6350,1,5675
121.457,0.005000,0.004400,-3729.3750,-1184.5080,-159.2489,54134.237,0.6350,1,5675
121.658,0.005000,0.004400,-3729.3750,-1184.3760,-159.2489,54144.029,0.6350,1,5675
121.860,0.005000,0.004400,-3729.3750,-1184.2520,-159.2489,54153.630,0.6350,1,5675
122.061,0.005000,0.004400,-3729.3750,-1184.1240,-159.2502,54163.373,0.6350,1,5675
122.262,0.005000,0.004400,-3729.3750,-1183.9960,-159.2515,54173.165,0.6350,1,5675
122.463,0.005000,0.004400,-3729.3750,-1183.8720,-159.2515,54182.669,0.6350,1,5675
122.664,0.005000,0.004400,-3729.3750,-1183.7480,-159.2515,54192.460,0.6350,1,5675
122.865,0.005000,-0.000600,-3729.3750,-1183.6240,-159.2515,54201.870,0.6350,1,5675
123.065,0.005000,-0.000600,-3729.3750,-1183.4960,-159.2528,54211.613,0.6350,1,5675
123.265,0.005000,-0.000600,-3729.3750,-1183.3640,-159.2528,54221.358,0.6350,1,5675
123.466,0.005000,-0.000600,-3729.3750,-1183.2400,-159.2528,54230.574,0.6350,1,5675
123.668,0.000000,-0.005600,-3729.3700,-1183.1040,-159.2489,54240.413,0.6350,1,5675
123.869,-0.005000,-0.005600,-3729.3650,-1182.9720,-159.2477,54250.157,0.6350,1,5675
124.070,-0.010000,-0.010600,-3729.3600,-1182.8480,-159.2477,54259.518,0.6350,1,5675
124.273,-0.005000,-0.005600,-3729.3650,-1182.7160,-159.2489,54269.741,0.6350,1,5675
124.474,0.000000,-0.000600,-3729.3700,-1182.5960,-159.2515,54279.246,0.6350,1,5675
124.676,0.005000,-0.000600,-3729.3750,-1182.4760,-159.2540,54288.703,0.6350,1,5675
124.877,0.005000,-0.000600,-3729.3750,-1182.3440,-159.2540,54298.589,0.6350,1,5675
125.077,0.005000,-0.000600,-3729.3750,-1182.2160,-159.2553,54307.949,0.6350,1,5675
125.278,0.005000,-0.005600,-3729.3750,-1182.0960,-159.2540,54317.166,0.6350,1,5675
125.479,0.005000,-0.005600,-3729.3750,-1181.9600,-159.2553,54327.485,0.6350,1,5675
125.681,0.005000,-0.005600,-3729.3750,-1181.8280,-159.2553,54337.278,0.6350,1,5675
125.882,0.005000,-0.005600,-3729.3750,-1181.7040,-159.2553,54346.638,0.6350,1,5675
126.082,0.005000,-0.005600,-3729.3750,-1181.5720,-159.2566,54356.479,0.6350,1,5675
126.284,0.005000,-0.005600,-3729.3750,-1181.4440,-159.2566,54365.984,0.6350,1,5675
126.484,0.005000,-0.005600,-3729.3750,-1181.3080,-159.2578,54375.917,0.6350,1,5675
126.686,0.005000,-0.000600,-3729.3750,-1181.1840,-159.2578,54385.564,0.6350,1,5675
126.887,0.005000,-0.000600,-3729.3750,-1181.0680,-159.2578,54394.829,0.6350,1,5675
127.088,0.005000,-0.000600,-3729.3750,-1180.9360,-159.2578,54404.813,0.6350,1,5675
127.290,0.000000,-0.005600,-3729.3700,-1180.8000,-159.2566,54414.606,0.6350,1,5675
127.490,0.000000,-0.000600,-3729.3700,-1180.6720,-159.2566,54424.204,0.6350,1,5675
127.691,0.005000,-0.000600,-3729.3750,-1180.5520,-159.2578,54433.518,0.6350,1,5675
127.892,0.005000,-0.000600,-3729.3750,-1180.4280,-159.2578,54443.310,0.6350,1,5675
128.092,0.005000,-0.005600,-3729.3750,-1180.3000,-159.2578,54453.101,0.6350,1,5675
128.293,0.005000,-0.000600,-3729.3750,-1180.1760,-159.2578,54462.366,0.6350,1,5675
128.494,0.005000,-0.000600,-3729.3750,-1180.0480,-159.2591,54471.871,0.6350,1,5675
128.698,0.005000,-0.000600,-3729.3750,-1179.9160,-159.2578,54481.804,0.6350,1,5675
128.900,0.005000,-0.000600,-3729.3750,-1179.7800,-159.2578,54491.886,0.6350,1,5675
129.100,0.000000,0.004400,-3729.3700,-1179.6600,-159.2578,54501.102,0.6350,1,5675
129.301,0.005000,0.004400,-3729.3750,-1179.5360,-159.2578,54510.893,0.6350,1,5675
129.501,0.005000,0.004400,-3729.3750,-1179.4040,-159.2578,54520.637,0.6350,1,5675
129.702,0.000000,0.004400,-3729.3700,-1179.2760,-159.2566,54529.950,0.6350,1,5675
129.902,0.000000,0.004400,-3729.3700,-1179.1440,-159.2566,54539.789,0.6350,1,5675
130.103,-0.005000,0.004400,-3729.3650,-1179.0160,-159.2553,54549.535,0.6350,1,5675
130.304,-0.005000,0.004400,-3729.3650,-1178.8920,-159.2553,54558.798,0.6350,1,5675
130.504,-0.005000,0.004400,-3729.3650,-1178.7640,-159.2566,54568.734,0.6350,1,5675
130.705,-0.005000,0.009400,-3729.3650,-1178.6400,-159.2566,54578.477,0.6350,1,5675
130.906,-0.005000,0.009400,-3729.3650,-1178.5200,-159.2578,54587.694,0.6350,1,5675
131.106,-0.010000,0.004400,-3729.3600,-1178.3840,-159.2566,54597.534,0.6350,1,5675
131.307,-0.010000,-0.005600,-3729.3600,-1178.2440,-159.2502,54607.325,0.6350,1,5675
131.508,-0.005000,-0.005600,-3729.3650,-1178.1160,-159.2477,54617.021,0.6350,1,5675
131.708,-0.005000,-0.005600,-3729.3650,-1178.0000,-159.2489,54626.284,0.6350,1,5675
131.909,-0.005000,-0.000600,-3729.3650,-1177.8760,-159.2489,54635.981,0.6350,1,5675
132.110,0.000000,-0.000600,-3729.3700,-1177.7480,-159.2515,54645.822,0.6350,1,5675
132.312,0.000000,-0.000600,-3729.3700,-1177.6240,-159.2515,54655.229,0.6350,1,5675
132.513,0.000000,-0.005600,-3729.3700,-1177.4920,-159.2515,54665.260,0.6350,1,5675
132.713,0.005000,-0.000600,-3729.3750,-1177.3680,-159.2528,54674.813,0.6350,1,5675
132.914,0.005000,-0.000600,-3729.3750,-1177.2400,-159.2528,54684.126,0.6350,1,5675
133.115,0.005000,-0.005600,-3729.3750,-1177.1120,-159.2528,54693.917,0.6350,1,5675
133.315,0.005000,-0.000600,-3729.3750,-1176.9800,-159.2553,54703.709,0.6350,1,5675
133.515,0.005000,-0.000600,-3729.3750,-1176.8560,-159.2553,54713.022,0.6350,1,5675
133.716,0.005000,-0.000600,-3729.3750,-1176.7240,-159.2566,54722.908,0.6350,1,5675
133.916,0.005000,-0.000600,-3729.3750,-1176.5920,-159.2566,54732.702,0.6350,1,5675
134.117,0.005000,-0.005600,-3729.3750,-1176.4680,-159.2553,54742.013,0.6350,1,5675
134.317,0.005000,-0.000600,-3729.3750,-1176.3400,-159.2566,54751.806,0.6350,1,5675
134.518,0.005000,-0.000600,-3729.3750,-1176.2160,-159.2566,54761.310,0.6350,1,5675
134.718,0.000000,-0.005600,-3729.3700,-1176.0840,-159.2540,54770.717,0.6350,1,5675
134.918,0.000000,-0.005600,-3729.3700,-1175.9600,-159.2528,54780.461,0.6350,1,5675
135.119,0.000000,-0.000600,-3729.3700,-1175.8320,-159.2540,54790.253,0.6350,1,5675
135.319,0.005000,-0.000600,-3729.3750,-1175.7200,-159.2553,54799.134,0.6350,1,5675
135.520,0.005000,-0.000600,-3729.3750,-1175.5840,-159.2553,54809.357,0.6350,1,5675
135.720,0.005000,-0.000600,-3729.3750,-1175.4600,-159.2553,54818.861,0.6350,1,5675
135.921,0.005000,-0.000600,-3729.3750,-1175.3320,-159.2553,54828.558,0.6350,1,5675
136.121,0.005000,-0.000600,-3729.3750,-1175.2040,-159.2553,54838.349,0.6350,1,5675
136.322,0.005000,-0.000600,-3729.3750,-1175.0760,-159.2553,54848.093,0.6350,1,5675
136.522,0.005000,-0.000600,-3729.3750,-1174.9480,-159.2553,54857.549,0.6350,1,5675
136.723,0.005000,-0.000600,-3729.3750,-1174.8200,-159.2553,54867.341,0.6350,1,5675
136.924,0.005000,-0.000600,-3729.3750,-1174.6920,-159.2566,54876.893,0.6350,1,5675
137.124,0.005000,-0.000600,-3729.3750,-1174.5640,-159.2578,54886.446,0.6350,1,5675
137.325,0.005000,-0.000600,-3729.3750,-1174.4360,-159.2578,54896.188,0.6350,1,5675
137.525,0.005000,-0.000600,-3729.3750,-1174.3160,-159.2578,54905.597,0.6350,1,5675
137.726,0.005000,-0.000600,-3729.3750,-1174.1840,-159.2578,54915.341,0.6350,1,5675
137.926,0.005000,-0.000600,-3729.3750,-1174.0520,-159.2578,54925.134,0.6350,1,5675
138.127,0.010000,-0.000600,-3729.3800,-1173.9280,-159.2591,54934.541,0.6350,1,5675
138.329,0.005000,-0.000600,-3729.3750,-1173.7960,-159.2578,54944.334,0.6350,1,5675
138.529,0.005000,0.004400,-3729.3750,-1173.6680,-159.2578,54953.981,0.6350,1,5675
138.731,-0.005000,-0.000600,-3729.3650,-1173.5360,-159.2540,54963.341,0.6350,1,5675
138.933,-0.010000,-0.005600,-3729.3600,-1173.4120,-159.2477,54972.797,0.6350,1,5675
139.133,-0.005000,-0.000600,-3729.3650,-1173.2800,-159.2489,54983.074,0.6350,1,5675
139.334,0.000000,-0.000600,-3729.3700,-1173.1640,-159.2528,54992.334,0.6350,1,5675
139.535,0.005000,0.004400,-3729.3750,-1173.0360,-159.2566,55002.029,0.6350,1,5675
139.736,0.010000,0.009400,-3729.3800,-1172.9080,-159.2591,55011.821,0.6350,1,5675
139.936,0.005000,0.004400,-3729.3750,-1172.7840,-159.2578,55021.086,0.6350,1,5675
140.137,0.005000,0.004400,-3729.3750,-1172.6480,-159.2566,55030.925,0.6350,1,5675
140.338,0.005000,0.004400,-3729.3750,-1172.5200,-159.2578,55040.718,0.6350,1,5675
140.539,0.005000,0.004400,-3729.3750,-1172.3920,-159.2591,55050.558,0.6350,1,5675
140.740,0.005000,0.004400,-3729.3750,-1172.2680,-159.2591,55059.870,0.6350,1,5675
140.941,0.005000,0.004400,-3729.3750,-1172.1360,-159.2591,55069.806,0.6350,1,5675
141.142,0.005000,0.004400,-3729.3750,-1172.0080,-159.2578,55079.216,0.6350,1,5675
141.342,0.000000,0.004400,-3729.3700,-1171.8840,-159.2591,55088.910,0.6350,1,5675
141.544,0.000000,0.004400,-3729.3700,-1171.7520,-159.2578,55098.704,0.6350,1,5675
141.744,0.000000,0.004400,-3729.3700,-1171.6280,-159.2578,55108.157,0.6350,1,5675
141.946,0.000000,0.004400,-3729.3700,-1171.5000,-159.2578,55117.665,0.6350,1,5675
142.148,-0.005000,0.004400,-3729.3650,-1171.3640,-159.2566,55127.452,0.6350,1,5675
142.349,-0.005000,-0.000600,-3729.3650,-1171.2400,-159.2540,55137.150,0.6350,1,5675
142.550,0.000000,0.004400,-3729.3700,-1171.1160,-159.2540,55146.898,0.6350,1,5675
142.752,0.005000,0.004400,-3729.3750,-1170.9960,-159.2540,55156.301,0.6350,1,5675
142.952,0.005000,0.004400,-3729.3750,-1170.8680,-159.2540,55166.044,0.6350,1,5675
143.153,0.010000,0.004400,-3729.3800,-1170.7360,-159.2540,55175.839,0.6350,1,5675
143.353,0.005000,0.004400,-3729.3750,-1170.6120,-159.2528,55185.198,0.6350,1,5675
143.554,0.005000,0.004400,-3729.3750,-1170.4800,-159.2528,55195.087,0.6350,1,5675
143.754,0.005000,0.004400,-3729.3750,-1170.3480,-159.2515,55204.830,0.6350,1,5675
143.955,0.005000,0.004400,-3729.3750,-1170.2160,-159.2502,55214.478,0.6350,1,5675
144.156,0.010000,0.004400,-3729.3800,-1170.0960,-159.2489,55223.789,0.6350,1,5675
144.356,0.005000,0.004400,-3729.3750,-1169.9680,-159.2489,55233.579,0.6350,1,5675
144.557,0.005000,0.004400,-3729.3750,-1169.8440,-159.2489,55243.037,0.6350,1,5675
144.758,0.000000,0.004400,-3729.3700,-1169.7080,-159.2477,55253.066,0.6350,1,5675
144.960,-0.005000,0.004400,-3729.3650,-1169.5800,-159.2477,55262.481,0.6350,1,5675
145.161,-0.010000,-0.000600,-3729.3600,-1169.4520,-159.2477,55272.414,0.6350,1,5675
145.362,-0.005000,-0.000600,-3729.3650,-1169.3240,-159.2477,55281.965,0.6350,1,5675
145.562,-0.005000,0.004400,-3729.3650,-1169.1960,-159.2477,55291.661,0.6350,1,5675
145.763,0.000000,0.004400,-3729.3700,-1169.0760,-159.2477,55300.924,0.6350,1,5675
145.964,0.000000,0.004400,-3729.3700,-1168.9440,-159.2477,55310.716,0.6350,1,5675
146.165,-0.005000,-0.000600,-3729.3650,-1168.8120,-159.2477,55320.558,0.6350,1,5675
146.366,-0.010000,-0.010600,-3729.3600,-1168.6880,-159.2464,55329.869,0.6350,1,5675
146.568,-0.010000,-0.005600,-3729.3600,-1168.5600,-159.2477,55339.661,0.6350,1,5675
146.770,-0.005000,-0.005600,-3729.3650,-1168.4360,-159.2489,55349.454,0.6350,1,5675
146.971,-0.005000,-0.005600,-3729.3650,-1168.3120,-159.2489,55358.862,0.6350,1,5675
147.173,-0.005000,-0.005600,-3729.3650,-1168.1840,-159.2502,55368.702,0.6350,1,5675
147.374,-0.005000,-0.000600,-3729.3650,-1168.0560,-159.2502,55378.495,0.6350,1,5675
147.574,-0.005000,-0.000600,-3729.3650,-1167.9240,-159.2502,55388.237,0.6350,1,5675
147.775,-0.005000,-0.005600,-3729.3650,-1167.8000,-159.2502,55397.504,0.6350,1,5675
147.976,-0.005000,-0.005600,-3729.3650,-1167.6680,-159.2489,55407.294,0.6350,1,5675
148.176,-0.005000,-0.005600,-3729.3650,-1167.5400,-159.2489,55417.085,0.6350,1,5675
148.380,-0.005000,-0.005600,-3729.3650,-1167.4120,-159.2502,55426.882,0.6350,1,5675
148.581,-0.005000,-0.005600,-3729.3650,-1167.2920,-159.2502,55436.093,0.6350,1,5675
148.782,-0.005000,-0.005600,-3729.3650,-1167.1600,-159.2502,55445.936,0.6350,1,5675
148.982,-0.005000,-0.005600,-3729.3650,-1167.0320,-159.2502,55455.582,0.6350,1,5675
149.182,-0.005000,-0.000600,-3729.3650,-1166.9080,-159.2515,55465.325,0.6350,1,5675
149.383,-0.005000,-0.005600,-3729.3650,-1166.7840,-159.2515,55474.829,0.6350,1,5675
149.585,-0.005000,-0.005600,-3729.3650,-1166.6520,-159.2515,55484.671,0.6350,1,5675
149.785,-0.005000,-0.005600,-3729.3650,-1166.5200,-159.2489,55494.124,0.6350,1,5675
149.986,-0.005000,-0.000600,-3729.3650,-1166.3920,-159.2489,55504.014,0.6350,1,5675
150.187,-0.005000,-0.000600,-3729.3650,-1166.2720,-159.2502,55513.371,0.6350,1,5675
150.388,-0.005000,-0.000600,-3729.3650,-1166.1400,-159.2502,55523.308,0.6350,1,5675
150.589,0.000000,-0.000600,-3729.3700,-1166.0160,-159.2502,55532.623,0.6350,1,5675
150.790,0.000000,-0.000600,-3729.3700,-1165.8920,-159.2502,55542.270,0.6350,1,5675
150.991,0.005000,-0.000600,-3729.3750,-1165.7600,-159.2515,55552.206,0.6350,1,5675
151.195,0.005000,-0.000600,-3729.3750,-1165.6320,-159.2540,55561.759,0.6350,1,5675
151.397,0.005000,-0.000600,-3729.3750,-1165.5040,-159.2540,55571.358,0.6350,1,5675
151.598,0.005000,-0.005600,-3729.3750,-1165.3760,-159.2553,55581.198,0.6350,1,5675
151.800,0.010000,-0.000600,-3729.3800,-1165.2480,-159.2566,55591.038,0.6350,1,5675
152.000,0.005000,-0.000600,-3729.3750,-1165.1200,-159.2591,55600.494,0.6350,1,5675
152.201,0.005000,0.004400,-3729.3750,-1164.9920,-159.2578,55610.045,0.6350,1,5675
152.404,0.010000,0.004400,-3729.3800,-1164.8640,-159.2591,55619.837,0.6350,1,5675
152.605,0.005000,0.004400,-3729.3750,-1164.7360,-159.2578,55629.293,0.6350,1,5675
152.807,0.005000,0.004400,-3729.3750,-1164.6000,-159.2578,55639.374,0.6350,1,5675
153.007,0.005000,0.004400,-3729.3750,-1164.4720,-159.2591,55648.877,0.6350,1,5675
153.208,0.010000,0.009400,-3729.3800,-1164.3560,-159.2591,55658.190,0.6350,1,5675
153.408,0.005000,0.009400,-3729.3750,-1164.2280,-159.2591,55667.933,0.6350,1,5675
153.611,0.005000,0.004400,-3729.3750,-1164.0960,-159.2578,55677.725,0.6350,1,5675
153.811,-0.010000,-0.005600,-3729.3600,-1163.9560,-159.2515,55687.563,0.6350,1,5675
154.011,-0.005000,-0.005600,-3729.3650,-1163.8320,-159.2489,55696.877,0.6350,1,5675
154.212,0.000000,-0.000600,-3729.3700,-1163.7080,-159.2489,55706.717,0.6350,1,5675
154.413,0.010000,0.004400,-3729.3800,-1163.5920,-159.2515,55716.127,0.6350,1,5675
154.614,0.005000,0.004400,-3729.3750,-1163.4600,-159.2540,55726.065,0.6350,1,5675
154.815,0.005000,0.004400,-3729.3750,-1163.3360,-159.2578,55735.567,0.6350,1,5675
155.016,0.010000,0.009400,-3729.3800,-1163.2040,-159.2591,55745.406,0.6350,1,5675
155.216,0.010000,0.004400,-3729.3800,-1163.0800,-159.2591,55754.671,0.6350,1,5675
155.417,0.005000,0.004400,-3729.3750,-1162.9520,-159.2578,55764.557,0.6350,1,5675
155.618,0.010000,0.009400,-3729.3800,-1162.8240,-159.2591,55774.302,0.6350,1,5675
155.819,0.005000,0.004400,-3729.3750,-1162.6960,-159.2591,55783.757,0.6350,1,5675
156.020,0.005000,0.004400,-3729.3750,-1162.5680,-159.2591,55793.597,0.6350,1,5675
156.220,0.005000,0.004400,-3729.3750,-1162.4440,-159.2591,55802.959,0.6350,1,5675
156.421,0.010000,0.004400,-3729.3800,-1162.3120,-159.2591,55812.751,0.6350,1,5675
156.621,0.005000,0.004400,-3729.3750,-1162.1880,-159.2578,55822.109,0.6350,1,5675
156.823,0.005000,0.004400,-3729.3750,-1162.0560,-159.2578,55832.045,0.6350,1,5675
157.024,0.005000,0.009400,-3729.3750,-1161.9240,-159.2578,55841.742,0.6350,1,5675
157.224,0.000000,0.004400,-3729.3700,-1161.7880,-159.2553,55851.439,0.6350,1,5675
157.425,-0.005000,0.004400,-3729.3650,-1161.6720,-159.2540,55860.653,0.6350,1,5675
157.625,-0.005000,0.004400,-3729.3650,-1161.5400,-159.2540,55870.448,0.6350,1,5675
157.826,-0.005000,0.004400,-3729.3650,-1161.4080,-159.2553,55880.237,0.6350,1,5675
158.026,-0.005000,0.004400,-3729.3650,-1161.2840,-159.2540,55889.694,0.6350,1,5675
158.226,-0.005000,0.004400,-3729.3650,-1161.1560,-159.2540,55899.437,0.6350,1,5675
158.428,-0.005000,0.004400,-3729.3650,-1161.0280,-159.2540,55909.182,0.6350,1,5675
158.629,-0.005000,0.004400,-3729.3650,-1160.9080,-159.2540,55918.494,0.6350,1,5675
158.832,-0.005000,0.004400,-3729.3650,-1160.7800,-159.2540,55928.238,0.6350,1,5675
159.033,-0.005000,0.004400,-3729.3650,-1160.6520,-159.2528,55937.982,0.6350,1,5675
159.233,-0.005000,0.004400,-3729.3650,-1160.5240,-159.2528,55947.725,0.6350,1,5675
159.434,-0.005000,0.004400,-3729.3650,-1160.3920,-159.2528,55957.467,0.6350,1,5675
159.634,-0.005000,0.004400,-3729.3650,-1160.2680,-159.2515,55966.924,0.6350,1,5675
159.835,0.000000,0.009400,-3729.3700,-1160.1400,-159.2502,55976.717,0.6350,1,5675
160.035,-0.005000,0.004400,-3729.3650,-1160.0080,-159.2489,55986.177,0.6350,1,5675
160.236,-0.005000,0.004400,-3729.3650,-1159.8760,-159.2489,55996.015,0.6350,1,5675
160.437,-0.005000,0.004400,-3729.3650,-1159.7520,-159.2489,56005.468,0.6350,1,5675
160.637,-0.005000,-0.000600,-3729.3650,-1159.6240,-159.2477,56015.213,0.6350,1,5675
160.837,-0.005000,-0.000600,-3729.3650,-1159.5080,-159.2489,56024.477,0.6350,1,5675
161.038,0.000000,-0.000600,-3729.3700,-1159.3800,-159.2489,56034.269,0.6350,1,5675
161.238,-0.005000,-0.005600,-3729.3650,-1159.2440,-159.2477,56043.966,0.6350,1,5675
161.439,-0.010000,-0.005600,-3729.3600,-1159.1120,-159.2477,56053.662,0.6350,1,5675
161.639,-0.010000,-0.005600,-3729.3600,-1158.9920,-159.2477,56062.879,0.6350,1,5675
161.839,-0.005000,-0.005600,-3729.3650,-1158.8640,-159.2489,56072.622,0.6350,1,5675
162.040,-0.005000,-0.005600,-3729.3650,-1158.7320,-159.2477,56082.464,0.6350,1,5675
162.240,-0.005000,-0.000600,-3729.3650,-1158.6040,-159.2489,56092.206,0.6350,1,5675
162.441,-0.005000,-0.005600,-3729.3650,-1158.4800,-159.2489,56101.518,0.6350,1,5675
162.641,-0.005000,-0.005600,-3729.3650,-1158.3560,-159.2489,56111.214,0.6350,1,5675
162.842,-0.005000,-0.000600,-3729.3650,-1158.2280,-159.2489,56121.053,0.6350,1,5675
163.042,-0.005000,-0.000600,-3729.3650,-1158.1080,-159.2489,56130.270,0.6350,1,5675
163.243,-0.005000,-0.005600,-3729.3650,-1157.9800,-159.2489,56140.014,0.6350,1,5675
163.444,-0.005000,-0.000600,-3729.3650,-1157.8480,-159.2489,56149.757,0.6350,1,5675
163.645,-0.005000,-0.000600,-3729.3650,-1157.7200,-159.2489,56159.452,0.6350,1,5675
163.846,-0.005000,-0.005600,-3729.3650,-1157.5920,-159.2477,56169.295,0.6350,1,5675
164.048,-0.005000,-0.000600,-3729.3650,-1157.4720,-159.2489,56178.510,0.6350,1,5675
164.248,-0.005000,-0.005600,-3729.3650,-1157.3400,-159.2477,56188.254,0.6350,1,5675
164.449,-0.005000,-0.005600,-3729.3650,-1157.2080,-159.2489,56198.046,0.6350,1,5675
164.650,-0.010000,-0.005600,-3729.3600,-1157.0760,-159.2477,56207.791,0.6350,1,5675
164.850,-0.005000,-0.005600,-3729.3650,-1156.9520,-159.2477,56217.054,0.6350,1,5675
165.050,-0.005000,-0.005600,-3729.3650,-1156.8280,-159.2477,56226.799,0.6350,1,5675
165.251,-0.005000,-0.005600,-3729.3650,-1156.6960,-159.2477,56236.541,0.6350,1,5675
165.451,-0.005000,-0.005600,-3729.3650,-1156.5680,-159.2489,56246.286,0.6350,1,5675
165.652,-0.005000,-0.000600,-3729.3650,-1156.4480,-159.2489,56255.502,0.6350,1,5675
165.853,-0.005000,-0.000600,-3729.3650,-1156.3120,-159.2489,56265.534,0.6350,1,5675
166.054,-0.005000,-0.000600,-3729.3650,-1156.1920,-159.2489,56274.750,0.6350,1,5675
166.254,-0.010000,-0.000600,-3729.3600,-1156.0600,-159.2489,56284.541,0.6350,1,5675
166.455,-0.005000,-0.000600,-3729.3650,-1155.9280,-159.2489,56294.430,0.6350,1,5675
166.655,-0.005000,-0.000600,-3729.3650,-1155.8080,-159.2489,56303.647,0.6350,1,5675
