t,fe0,fe3,ex,ew,ux,uw,x,y,z,b,vel,spindle_on,spindle_rpm
295.432,0.005000,0.004400,+0.0050000,+0.0044000,+1.132598,+0.936579,-3729.3750,-844.0520,-159.2566,79869.391,0.6350,1,5675
295.535,0.005000,0.004400,+0.0050000,+0.0044000,+1.132598,+0.936579,-3729.3750,-843.9880,-159.2566,79874.238,0.6350,1,5675
295.636,0.005000,0.004400,+0.0050000,-0.0006000,+1.132598,+0.936579,-3729.3750,-843.9240,-159.2566,79879.135,0.6350,1,5675
295.736,0.005000,0.004400,+0.0050000,-0.0006000,+1.132598,+0.936579,-3729.3750,-843.8600,-159.2566,79883.982,0.6350,1,5675
295.837,0.005000,0.004400,+0.0050000,-0.0006000,+1.132598,+0.936579,-3729.3750,-843.7960,-159.2566,79888.880,0.6350,1,5675
295.938,0.005000,-0.000600,+0.0050000,-0.0006000,+1.132598,+0.936579,-3729.3750,-843.7360,-159.2553,79893.344,0.6350,1,5675
296.039,0.005000,0.004400,+0.0050000,-0.0006000,+1.132598,+0.936579,-3729.3750,-843.6680,-159.2566,79898.718,0.6350,1,5675
296.139,0.005000,0.004400,+0.0050000,-0.0006000,+1.132598,+0.936579,-3729.3750,-843.6080,-159.2566,79903.566,0.6350,1,5675
296.240,0.005000,0.004400,+0.0050000,+0.0044000,+1.132598,+0.936579,-3729.3750,-843.5440,-159.2566,79908.461,0.6350,1,5675
296.341,0.005000,0.004400,+0.0050000,-0.0006000,+1.132598,+0.936579,-3729.3750,-843.4840,-159.2578,79912.926,0.6350,1,5675
296.442,0.005000,-0.000600,+0.0050000,-0.0006000,+1.132598,+0.936579,-3729.3750,-843.4200,-159.2566,79917.773,0.6350,1,5675
296.542,0.005000,0.004400,+0.0050000,+0.0044000,+1.132598,+0.936579,-3729.3750,-843.3560,-159.2566,79922.622,0.6350,1,5675
296.644,0.005000,-0.000600,+0.0050000,-0.0006000,+1.132598,+0.936579,-3729.3750,-843.2880,-159.2566,79927.516,0.6350,1,5675
296.746,0.005000,-0.000600,+0.0050000,-0.0006000,+1.132598,+0.936579,-3729.3750,-843.2240,-159.2553,79932.509,0.6350,1,5675
296.846,0.005000,-0.000600,+0.0050000,-0.0006000,+1.132598,+0.936579,-3729.3750,-843.1600,-159.2566,79937.405,0.6350,1,5675
296.947,0.005000,-0.000600,+0.0050000,-0.0006000,+1.132598,+0.936579,-3729.3750,-843.1000,-159.2566,79942.254,0.6350,1,5675
297.048,0.005000,-0.000600,+0.0050000,-0.0006000,+1.132598,+0.936579,-3729.3750,-843.0320,-159.2566,79947.196,0.6350,1,5675
297.150,0.005000,-0.000600,+0.0050000,-0.0006000,+1.132598,+0.936579,-3729.3750,-842.9640,-159.2566,79952.093,0.6350,1,5675
297.250,0.005000,-0.000600,+0.0050000,-0.0006000,+1.132598,+0.936579,-3729.3750,-842.9040,-159.2553,79956.606,0.6350,1,5675
297.352,0.005000,-0.000600,+0.0050000,-0.0006000,+1.132598,+0.936579,-3729.3750,-842.8400,-159.2553,79961.502,0.6350,1,5675
297.453,0.005000,0.004400,+0.0050000,+0.0044000,+1.132790,+0.936579,-3729.3750,-842.7720,-159.2566,79966.399,0.6350,1,5675
297.554,0.005000,0.004400,+0.0050000,+0.0044000,+1.132790,+0.936579,-3729.3750,-842.7120,-159.2566,79971.246,0.6350,1,5675
297.654,0.005000,0.004400,+0.0050000,+0.0044000,+1.132790,+0.936579,-3729.3750,-842.6480,-159.2578,79976.093,0.6350,1,5675
297.755,0.005000,0.004400,+0.0050000,+0.0044000,+1.132790,+0.936579,-3729.3750,-842.5840,-159.2591,79980.989,0.6350,1,5675
297.855,0.005000,0.004400,+0.0050000,+0.0044000,+1.132790,+0.936664,-3729.3750,-842.5200,-159.2578,79985.838,0.6350,1,5675
297.956,0.005000,0.004400,+0.0000000,+0.0044000,+1.132790,+0.936664,-3729.3750,-842.4560,-159.2578,79990.687,0.6350,1,5675
298.058,0.000000,0.004400,+0.0000000,+0.0044000,+1.132790,+0.936664,-3729.3700,-842.3920,-159.2578,79995.534,0.6350,1,5675
298.159,0.000000,0.004400,+0.0000000,+0.0044000,+1.132790,+0.936664,-3729.3700,-842.3280,-159.2578,80000.429,0.6350,1,5675
298.260,0.000000,-0.000600,+0.0000000,+0.0044000,+1.132790,+0.936664,-3729.3700,-842.2600,-159.2566,80005.371,0.6350,1,5675
298.361,0.000000,-0.000600,+0.0000000,-0.0006000,+1.132790,+0.936664,-3729.3700,-842.1920,-159.2566,80010.270,0.6350,1,5675
298.462,0.000000,-0.000600,+0.0000000,-0.0006000,+1.132790,+0.936664,-3729.3700,-842.1280,-159.2553,80015.118,0.6350,1,5675
298.562,0.000000,-0.000600,+0.0000000,-0.0006000,+1.132790,+0.936664,-3729.3700,-842.0680,-159.2553,80019.488,0.6350,1,5675
298.663,0.000000,-0.000600,+0.0000000,-0.0006000,+1.132790,+0.936664,-3729.3700,-842.0040,-159.2540,80024.381,0.6350,1,5675
298.764,-0.005000,-0.000600,+0.0000000,-0.0006000,+1.132790,+0.936664,-3729.3650,-841.9400,-159.2540,80029.229,0.6350,1,5675
298.865,0.000000,-0.000600,+0.0000000,-0.0006000,+1.132790,+0.936664,-3729.3700,-841.8800,-159.2540,80034.029,0.6350,1,5675
298.966,-0.005000,0.004400,+0.0000000,+0.0044000,+1.132790,+0.936664,-3729.3650,-841.8160,-159.2540,80038.925,0.6350,1,5675
299.067,0.000000,0.004400,+0.0000000,+0.0044000,+1.132790,+0.936664,-3729.3700,-841.7520,-159.2553,80043.868,0.6350,1,5675
299.167,0.000000,0.004400,+0.0000000,+0.0044000,+1.132790,+0.936664,-3729.3700,-841.6880,-159.2553,80048.813,0.6350,1,5675
299.268,-0.005000,0.004400,-0.0050000,+0.0044000,+1.132790,+0.936664,-3729.3650,-841.6240,-159.2540,80053.662,0.6350,1,5675
299.369,-0.005000,-0.000600,-0.0050000,-0.0006000,+1.132790,+0.936664,-3729.3650,-841.5600,-159.2540,80058.553,0.6296,1,5675
299.470,-0.005000,-0.000600,-0.0050000,-0.0006000,+1.132790,+0.936664,-3729.3650,-841.4960,-159.2528,80063.240,0.6097,1,5675
299.571,-0.005000,-0.000600,-0.0050000,-0.0006000,+1.132630,+0.936664,-3729.3650,-841.4360,-159.2528,80067.869,0.5895,1,5675
299.672,-0.005000,-0.000600,-0.0050000,-0.0006000,+1.132630,+0.936664,-3729.3650,-841.3800,-159.2515,80072.299,0.5695,1,5675
299.774,0.000000,-0.000600,-0.0050000,-0.0006000,+1.132630,+0.936664,-3729.3700,-841.3200,-159.2515,80076.657,0.5490,1,5675
299.875,0.000000,-0.000600,+0.0000000,-0.0006000,+1.132630,+0.936664,-3729.3700,-841.2680,-159.2502,80080.817,0.5288,1,5675
299.976,0.000000,-0.000600,+0.0000000,-0.0006000,+1.132630,+0.936664,-3729.3700,-841.2160,-159.2502,80084.781,0.5087,1,5675
300.076,0.005000,-0.000600,+0.0050000,-0.0006000,+1.132630,+0.936664,-3729.3750,-841.1680,-159.2502,80088.299,0.4903,1,5675
300.177,0.005000,-0.000600,+0.0050000,-0.0006000,+1.132630,+0.936664,-3729.3750,-841.1160,-159.2489,80092.074,0.4696,1,5675
300.278,0.005000,-0.000600,+0.0100000,-0.0006000,+1.212213,+0.936664,-3729.3750,-841.0760,-159.2489,80095.419,0.4506,1,5675
300.379,0.005000,-0.000600,+0.0050000,-0.0006000,+1.133144,+0.936664,-3729.3750,-841.0280,-159.2489,80098.787,0.4306,1,5675
300.484,0.005000,-0.000600,+0.0050000,-0.0006000,+1.133208,+0.936664,-3729.3750,-840.9840,-159.2489,80102.126,0.4097,1,5675
300.586,0.005000,-0.000600,+0.0050000,-0.0006000,+1.133240,+0.936664,-3729.3750,-840.9440,-159.2489,80105.301,0.3889,1,5675
300.686,0.005000,-0.000600,+0.0050000,-0.0006000,+1.133240,+0.936664,-3729.3750,-840.9040,-159.2489,80108.225,0.3686,1,5675
300.787,0.005000,-0.000600,+0.0050000,-0.0006000,+1.133240,+0.936664,-3729.3750,-840.8680,-159.2489,80110.994,0.3484,1,5675
300.888,0.005000,-0.000600,+0.0050000,-0.0006000,+1.133240,+0.936664,-3729.3750,-840.8320,-159.2489,80113.581,0.3284,1,5675
300.988,0.005000,-0.000600,+0.0050000,-0.0006000,+1.133240,+0.936664,-3729.3750,-840.8000,-159.2489,80116.016,0.3083,1,5675
301.089,0.005000,-0.000600,+0.0050000,-0.0006000,+1.133240,+0.936664,-3729.3750,-840.7680,-159.2489,80118.342,0.2879,1,5675
301.190,0.005000,-0.000600,+0.0050000,-0.0006000,+1.133240,+0.936664,-3729.3750,-840.7440,-159.2489,80120.285,0.2696,1,5675
301.291,0.005000,-0.000600,+0.0050000,-0.0006000,+1.133240,+0.936664,-3729.3750,-840.7160,-159.2489,80122.290,0.2494,1,5675
301.393,0.005000,-0.000600,+0.0050000,-0.0006000,+1.133240,+0.936664,-3729.3750,-840.6920,-159.2489,80124.139,0.2291,1,5675
301.495,0.005000,-0.000600,+0.0050000,-0.0006000,+1.133240,+0.936664,-3729.3750,-840.6680,-159.2489,80125.832,0.2089,1,5675
301.596,0.000000,-0.000600,+0.0050000,-0.0006000,+1.133240,+0.936610,-3729.3700,-840.6480,-159.2489,80127.341,0.1891,1,5675
301.697,0.000000,-0.000600,+0.0050000,-0.0006000,+1.133240,+0.936587,-3729.3700,-840.6280,-159.2489,80128.738,0.1686,1,5675
301.798,0.000000,-0.000600,+0.0000000,-0.0006000,+1.133240,+0.936587,-3729.3700,-840.6080,-159.2502,80129.987,0.1480,1,5675
301.899,0.000000,0.004400,+0.0000000,+0.0044000,+1.133240,+0.936587,-3729.3700,-840.5920,-159.2515,80131.055,0.1277,1,5675
302.000,0.000000,0.004400,+0.0000000,+0.0044000,+1.133240,+0.936587,-3729.3700,-840.5800,-159.2515,80131.966,0.1075,1,5675
302.101,-0.005000,0.004400,-0.0050000,+0.0044000,+1.133240,+0.936587,-3729.3650,-840.5680,-159.2515,80132.721,0.0873,1,5675
302.202,-0.005000,0.004400,-0.0050000,+0.0044000,+1.133240,+0.936587,-3729.3650,-840.5600,-159.2528,80133.315,0.0672,1,5675
302.304,-0.005000,0.004400,-0.0050000,+0.0044000,+1.133240,+0.936587,-3729.3650,-840.5560,-159.2528,80133.727,0.0488,1,5675
302.405,-0.005000,0.004400,-0.0050000,+0.0044000,+1.133176,+0.936587,-3729.3650,-840.5520,-159.2528,80134.030,0.0285,1,5675
302.508,-0.005000,0.004400,-0.0100000,+0.0044000,+1.053400,+0.936587,-3729.3650,-840.5480,-159.2540,80134.178,0.0077,1,5675
302.610,-0.005000,0.004400,-0.0050000,+0.0044000,+1.132598,+0.936587,-3729.3650,-840.5480,-159.2540,80134.209,0.0054,1,5675
302.711,-0.005000,0.004400,-0.0050000,+0.0044000,+1.132598,+0.936587,-3729.3650,-840.5480,-159.2540,80134.362,0.0160,1,5675
302.814,-0.005000,0.004400,-0.0050000,+0.0044000,+1.132598,+0.936587,-3729.3650,-840.5520,-159.2566,80134.675,0.0268,1,5675
302.916,-0.005000,0.004400,-0.0050000,+0.0044000,+1.132598,+0.936587,-3729.3650,-840.5480,-159.2578,80135.099,0.0366,1,5675
303.017,-0.005000,0.004400,-0.0050000,+0.0044000,+1.132598,+0.936587,-3729.3650,-840.5480,-159.2616,80135.703,0.0471,1,5675
303.117,-0.005000,0.004400,-0.0050000,+0.0044000,+1.132598,+0.936587,-3729.3650,-840.5480,-159.2667,80136.468,0.0577,1,5675
303.219,-0.005000,0.004400,-0.0050000,+0.0044000,+1.132598,+0.936587,-3729.3650,-840.5480,-159.2731,80137.399,0.0684,1,5675
303.320,0.000000,0.004400,-0.0050000,+0.0044000,+1.132598,+0.936587,-3729.3700,-840.5520,-159.2807,80138.478,0.0791,1,5675
303.421,0.000000,0.004400,+0.0000000,+0.0044000,+1.132598,+0.936587,-3729.3700,-840.5520,-159.2883,80139.700,0.0896,1,5675
303.522,-0.005000,0.004400,+0.0000000,+0.0044000,+1.132598,+0.936587,-3729.3650,-840.5480,-159.2972,80141.074,0.1001,1,5675
303.622,0.000000,0.004400,+0.0000000,+0.0044000,+1.132598,+0.936587,-3729.3700,-840.5480,-159.3086,80142.666,0.1110,1,5675
303.724,0.000000,0.004400,-0.0050000,+0.0044000,+1.132598,+0.936587,-3729.3700,-840.5480,-159.3188,80144.353,0.1216,1,5675
303.825,0.000000,0.004400,+0.0000000,+0.0044000,+1.132598,+0.936587,-3729.3700,-840.5520,-159.3315,80146.041,0.1313,1,5675
303.926,0.000000,0.004400,+0.0000000,+0.0044000,+1.132598,+0.936587,-3729.3700,-840.5480,-159.3442,80148.043,0.1419,1,5675
304.028,0.000000,0.004400,+0.0000000,+0.0044000,+1.132598,+0.936587,-3729.3700,-840.5480,-159.3594,80150.221,0.1526,1,5675
304.129,0.000000,0.004400,+0.0000000,+0.0044000,+1.132598,+0.936587,-3729.3700,-840.5480,-159.3759,80152.513,0.1631,1,5675
304.232,0.000000,0.004400,+0.0000000,+0.0044000,+1.132598,+0.936587,-3729.3700,-840.5480,-159.3925,80155.007,0.1739,1,5675
304.333,0.000000,0.004400,+0.0000000,+0.0044000,+1.132598,+0.936672,-3729.3700,-840.5480,-159.4115,80157.658,0.1846,1,5675
304.434,0.000000,0.004400,+0.0000000,+0.0044000,+1.132598,+0.936672,-3729.3700,-840.5520,-159.4306,80160.418,0.1951,1,5675
304.534,0.005000,0.004400,+0.0050000,+0.0044000,+1.132598,+0.936672,-3729.3750,-840.5480,-159.4509,80163.474,0.2061,1,5675
304.636,0.005000,-0.000600,+0.0050000,-0.0006000,+1.132598,+0.936672,-3729.3750,-840.5520,-159.4712,80166.330,0.2159,1,5675
304.737,0.005000,-0.000600,+0.0050000,-0.0006000,+1.132598,+0.936672,-3729.3750,-840.5520,-159.4941,80169.540,0.2265,1,5675
304.838,0.005000,-0.000600,+0.0050000,-0.0006000,+1.132598,+0.936668,-3729.3750,-840.5520,-159.5169,80172.940,0.2371,1,5675
304.938,0.005000,-0.000600,+0.0050000,-0.0006000,+1.132598,+0.936568,-3729.3750,-840.5520,-159.5410,80176.425,0.2475,1,5675
305.039,0.005000,-0.000600,+0.0050000,-0.0006000,+1.132598,+0.936560,-3729.3750,-840.5480,-159.5677,80180.281,0.2585,1,5675
305.140,0.005000,-0.000600,+0.0050000,-0.0006000,+1.132598,+0.936560,-3729.3750,-840.5520,-159.5918,80183.767,0.2681,1,5675
305.241,0.005000,-0.000600,+0.0050000,-0.0006000,+1.132598,+0.936560,-3729.3750,-840.5520,-159.6211,80187.898,0.2791,1,5675
305.343,0.005000,-0.000600,+0.0050000,-0.0006000,+1.132662,+0.936560,-3729.3750,-840.5520,-159.6503,80192.029,0.2896,1,5675
305.444,0.005000,-0.000600,+0.0050000,+0.0044000,+1.132662,+0.936560,-3729.3750,-840.5520,-159.6795,80196.313,0.3001,1,5675
305.547,0.005000,0.004400,+0.0050000,+0.0044000,+1.132662,+0.936560,-3729.3750,-840.5480,-159.7112,80200.882,0.3109,1,5675
305.647,0.000000,0.004400,+0.0050000,+0.0044000,+1.132662,+0.936560,-3729.3700,-840.5480,-159.7442,80205.479,0.3215,1,5675
305.748,0.000000,0.004400,+0.0000000,+0.0044000,+1.132662,+0.936560,-3729.3700,-840.5480,-159.7773,80210.226,0.3320,1,5675
305.849,0.000000,0.004400,+0.0000000,+0.0044000,+1.132662,+0.936560,-3729.3700,-840.5520,-159.8116,80215.167,0.3333,1,5675
305.950,0.000000,0.004400,+0.0000000,+0.0044000,+1.132662,+0.936645,-3729.3700,-840.5520,-159.8458,80220.016,0.3333,1,5675
306.052,0.000000,0.004400,+0.0000000,+0.0044000,+1.132662,+0.936645,-3729.3700,-840.5520,-159.8789,80224.911,0.3333,1,5675
306.153,0.000000,0.004400,+0.0000000,+0.0044000,+1.132662,+0.936645,-3729.3700,-840.5520,-159.9119,80229.764,0.3333,1,5675
306.253,0.000000,0.004400,+0.0000000,+0.0044000,+1.132662,+0.936645,-3729.3700,-840.5520,-159.9436,80234.319,0.3333,1,5675
306.354,0.000000,0.004400,+0.0000000,+0.0044000,+1.132662,+0.936645,-3729.3700,-840.5520,-159.9779,80239.216,0.3333,1,5675
306.455,0.000000,0.004400,-0.0050000,+0.0044000,+1.132662,+0.936645,-3729.3700,-840.5520,-160.0109,80244.063,0.3333,1,5675
306.555,0.000000,-0.000600,-0.0050000,-0.0006000,+1.132662,+0.936645,-3729.3700,-840.5520,-160.0452,80248.913,0.3333,1,5675
306.657,-0.005000,-0.000600,-0.0050000,-0.0006000,+1.132662,+0.936645,-3729.3650,-840.5520,-160.0795,80253.808,0.3333,1,5675
306.758,-0.005000,-0.000600,-0.0050000,-0.0006000,+1.132662,+0.936645,-3729.3650,-840.5520,-160.1125,80258.703,0.3333,1,5675
306.858,-0.005000,-0.000600,-0.0050000,-0.0006000,+1.132662,+0.936645,-3729.3650,-840.5520,-160.1468,80263.598,0.3333,1,5675
306.960,-0.005000,-0.000600,-0.0050000,-0.0006000,+1.132662,+0.936645,-3729.3650,-840.5520,-160.1811,80268.447,0.3333,1,5675
307.061,-0.005000,-0.000600,-0.0050000,-0.0006000,+1.132662,+0.936645,-3729.3650,-840.5520,-160.2141,80273.342,0.3333,1,5675
307.162,-0.005000,-0.000600,-0.0050000,-0.0006000,+1.132662,+0.936645,-3729.3650,-840.5520,-160.2484,80278.239,0.3333,1,5675
307.263,-0.005000,-0.000600,-0.0050000,-0.0006000,+1.132662,+0.936645,-3729.3650,-840.5520,-160.2827,80283.089,0.3333,1,5675
307.365,-0.005000,-0.000600,-0.0050000,-0.0006000,+1.132662,+0.936645,-3729.3650,-840.5520,-160.3170,80287.982,0.3333,1,5675
307.466,-0.005000,-0.000600,-0.0050000,-0.0006000,+1.132662,+0.936645,-3729.3650,-840.5520,-160.3500,80292.831,0.3333,1,5675
307.566,-0.005000,-0.000600,-0.0050000,-0.0006000,+1.132662,+0.936645,-3729.3650,-840.5520,-160.3843,80297.727,0.3333,1,5675
307.667,-0.005000,-0.000600,-0.0050000,-0.0006000,+1.132662,+0.936645,-3729.3650,-840.5520,-160.4186,80302.575,0.3333,1,5675
307.768,-0.005000,-0.000600,-0.0050000,-0.0006000,+1.132662,+0.936645,-3729.3650,-840.5520,-160.4491,80307.183,0.3333,1,5675
307.869,-0.005000,-0.000600,-0.0050000,-0.0006000,+1.132598,+0.936641,-3729.3650,-840.5520,-160.4834,80312.030,0.3333,1,5675
307.970,0.000000,-0.000600,-0.0050000,-0.0006000,+1.132598,+0.936599,-3729.3700,-840.5520,-160.5164,80316.879,0.3333,1,5675
308.072,0.000000,-0.000600,+0.0000000,-0.0006000,+1.132598,+0.936599,-3729.3700,-840.5520,-160.5507,80321.728,0.3333,1,5675
308.174,0.000000,-0.000600,+0.0000000,-0.0006000,+1.132598,+0.936599,-3729.3700,-840.5520,-160.5850,80326.623,0.3333,1,5675
308.275,0.000000,-0.000600,+0.0000000,-0.0006000,+1.132598,+0.936599,-3729.3700,-840.5520,-160.6180,80331.471,0.3333,1,5675
308.376,0.000000,0.004400,+0.0000000,+0.0044000,+1.132598,+0.936599,-3729.3700,-840.5520,-160.6523,80336.367,0.3333,1,5675
308.477,0.000000,0.004400,+0.0000000,+0.0044000,+1.132598,+0.936599,-3729.3700,-840.5520,-160.6866,80341.262,0.3333,1,5675
308.579,0.000000,0.004400,+0.0000000,+0.0044000,+1.132598,+0.936599,-3729.3700,-840.5520,-160.7209,80346.112,0.3333,1,5675
308.680,0.000000,0.004400,+0.0000000,+0.0044000,+1.132598,+0.936599,-3729.3700,-840.5480,-160.7539,80350.959,0.3333,1,5675
308.781,0.000000,0.004400,+0.0050000,+0.0044000,+1.132598,+0.936599,-3729.3700,-840.5480,-160.7882,80355.807,0.3333,1,5675
308.882,0.000000,0.004400,+0.0000000,+0.0044000,+1.132598,+0.936599,-3729.3700,-840.5480,-160.8212,80360.655,0.3333,1,5675
308.984,0.000000,0.004400,+0.0000000,+0.0044000,+1.132598,+0.936599,-3729.3700,-840.5480,-160.8555,80365.503,0.3333,1,5675
309.085,0.005000,0.004400,+0.0050000,+0.0044000,+1.132598,+0.936712,-3729.3750,-840.5520,-160.8898,80370.401,0.3333,1,5675
309.186,0.005000,0.004400,+0.0050000,+0.0044000,+1.132598,+0.936712,-3729.3750,-840.5520,-160.9253,80375.393,0.3333,1,5675
309.286,0.005000,0.004400,+0.0050000,+0.0044000,+1.132598,+0.936712,-3729.3750,-840.5520,-160.9584,80380.238,0.3333,1,5675
309.387,0.005000,-0.000600,+0.0050000,-0.0006000,+1.132598,+0.936712,-3729.3750,-840.5520,-160.9927,80385.087,0.3333,1,5675
309.487,0.005000,-0.000600,+0.0050000,-0.0006000,+1.132598,+0.936712,-3729.3750,-840.5520,-161.0269,80389.935,0.3333,1,5675
309.588,0.005000,-0.000600,+0.0050000,-0.0006000,+1.132598,+0.936712,-3729.3750,-840.5520,-161.0562,80394.351,0.3333,1,5675
309.689,0.010000,-0.000600,+0.0050000,-0.0006000,+1.132790,+0.936654,-3729.3800,-840.5520,-161.0917,80399.247,0.3333,1,5675
309.790,0.005000,-0.000600,+0.0050000,-0.0006000,+1.132919,+0.936615,-3729.3750,-840.5560,-161.1260,80404.094,0.3333,1,5675
309.891,0.005000,-0.000600,+0.0050000,-0.0006000,+1.132919,+0.936565,-3729.3750,-840.5560,-161.1590,80408.943,0.3333,1,5675
309.991,0.005000,-0.000600,+0.0050000,-0.0006000,+1.132919,+0.936565,-3729.3750,-840.5560,-161.1946,80413.791,0.3333,1,5675
310.093,0.005000,0.004400,+0.0050000,-0.0006000,+1.132919,+0.936565,-3729.3750,-840.5560,-161.2289,80418.691,0.3421,1,5675
310.195,0.005000,0.004400,+0.0050000,+0.0044000,+1.132919,+0.936565,-3729.3750,-840.5600,-161.2632,80423.755,0.3723,1,5675
310.297,0.005000,0.004400,+0.0050000,+0.0044000,+1.132919,+0.936650,-3729.3750,-840.5680,-161.2962,80428.982,0.4024,1,5675
310.398,0.000000,0.004400,+0.0050000,+0.0044000,+1.132919,+0.936650,-3729.3700,-840.5760,-161.3279,80434.313,0.4323,1,5675
310.499,0.000000,0.004400,+0.0000000,+0.0044000,+1.132919,+0.936650,-3729.3700,-840.5880,-161.3584,80439.745,0.4618,1,5675
310.599,0.000000,0.004400,+0.0000000,+0.0044000,+1.132919,+0.936650,-3729.3700,-840.6040,-161.3876,80445.386,0.4917,1,5675
310.700,0.000000,0.004400,+0.0000000,-0.0006000,+1.132919,+0.936650,-3729.3700,-840.6280,-161.4168,80451.125,0.5213,1,5675
310.801,0.000000,-0.000600,-0.0050000,-0.0006000,+1.132919,+0.936650,-3729.3700,-840.6560,-161.4435,80456.973,0.5508,1,5675
310.902,-0.005000,-0.000600,-0.0050000,-0.0006000,+1.132919,+0.936650,-3729.3650,-840.6880,-161.4689,80462.889,0.5807,1,5675
311.003,-0.005000,-0.000600,-0.0050000,-0.0006000,+1.132919,+0.936650,-3729.3650,-840.7280,-161.4930,80468.804,0.6105,1,5675
311.103,-0.005000,-0.000600,-0.0050000,-0.0006000,+1.132919,+0.936650,-3729.3650,-840.7680,-161.5172,80474.605,0.6398,1,5675
311.205,-0.005000,-0.000600,-0.0050000,-0.0006000,+1.132919,+0.936650,-3729.3650,-840.8120,-161.5388,80480.525,0.6697,1,5675
311.306,-0.005000,-0.000600,-0.0050000,-0.0006000,+1.132919,+0.936635,-3729.3650,-840.8560,-161.5578,80485.858,0.6966,1,5675
311.407,-0.005000,-0.000600,-0.0050000,-0.0006000,+1.132919,+0.936635,-3729.3650,-840.9080,-161.5794,80491.773,0.7264,1,5675
311.508,-0.005000,-0.000600,-0.0050000,-0.0056000,+1.132919,+0.927046,-3729.3650,-840.9640,-161.5984,80497.808,0.7569,1,5675
311.609,-0.010000,-0.005600,-0.0100000,-0.0056000,+1.052276,+0.926877,-3729.3600,-841.0200,-161.6150,80503.778,0.7870,1,5675
311.710,-0.010000,-0.005600,-0.0100000,-0.0106000,+1.049126,+0.846776,-3729.3600,-841.0840,-161.6289,80509.640,0.7964,1,5675
311.811,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5845,80510.632,0.0000,0,0
311.911,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
312.014,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
312.119,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
312.222,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
312.326,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
312.430,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
312.532,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
312.633,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
312.734,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
312.835,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
312.936,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
313.048,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
313.149,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
313.249,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
313.352,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
313.453,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
