t,fe0,fe3,ex,ew,ux,uw,x,y,z,b,vel,spindle_on,spindle_rpm
668.682,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
668.782,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
668.883,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
668.983,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
669.084,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
669.185,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
669.285,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
669.386,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
669.487,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
669.587,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
669.688,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
669.789,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
669.889,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
669.990,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
670.091,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
670.193,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
670.296,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
670.396,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
670.497,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
670.598,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
670.698,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
670.799,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
670.900,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
671.001,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
671.101,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
671.202,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
671.302,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
671.404,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
671.504,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
671.605,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
671.706,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
671.806,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
671.907,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
672.007,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
672.110,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
672.211,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
672.312,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
672.413,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
672.515,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
672.616,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
672.717,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
672.818,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
672.920,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
673.025,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
673.126,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
673.227,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
673.327,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
673.428,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
673.529,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
673.630,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
673.731,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
673.831,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
673.933,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
674.035,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
674.138,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
674.238,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
674.339,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
674.440,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
674.541,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
674.642,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
674.744,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
674.846,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
674.946,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
675.048,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
675.150,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
675.251,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
675.351,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
675.454,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
675.556,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
675.656,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
675.757,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
675.858,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
675.958,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
676.059,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
676.161,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
676.262,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
676.363,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
676.464,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
676.564,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
676.665,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
676.766,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
676.867,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
676.967,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
677.068,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
677.169,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
677.270,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
677.371,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
677.473,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
677.573,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
677.674,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
677.775,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
677.875,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
677.976,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
678.077,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
678.178,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
678.279,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
678.379,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
678.480,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
678.580,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
678.681,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
678.781,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
678.882,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
678.982,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
679.083,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
679.183,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
679.284,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
679.384,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
679.485,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
679.585,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
679.686,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
679.786,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
679.887,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
679.987,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
680.088,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
680.189,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
680.291,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
680.392,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
680.493,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
680.593,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
680.694,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
680.795,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
680.896,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
680.996,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
681.098,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
681.198,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
681.300,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
681.400,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
681.501,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
681.602,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
681.702,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
681.803,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
681.903,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
682.004,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
682.104,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
682.205,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
682.306,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
682.406,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
682.508,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
682.608,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
682.709,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
682.810,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
682.911,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
683.012,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
683.113,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
683.214,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
683.316,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
683.417,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
683.520,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
683.621,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
683.722,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
683.823,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
683.923,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
684.024,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
684.125,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
684.225,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
684.327,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
684.428,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
684.528,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
684.629,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
684.729,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
684.831,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
684.932,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
685.032,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
685.133,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
685.234,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
685.335,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
685.435,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
685.536,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
685.637,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
685.738,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
685.838,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
685.939,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
686.039,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
686.140,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
686.240,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
686.341,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
686.441,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
686.542,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
686.642,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
686.743,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
686.844,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
686.944,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
687.045,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
687.145,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
687.245,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
687.346,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
687.446,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
687.547,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
687.648,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
687.748,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
687.849,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
